id,subject,topic,question,A,B,C,D,answer,explanation,categoryKey,categoryLabel
693,Cyber Security,Network,SASE stands for?,Security and Speed Exchange,Secure Access Service Edge — cloud-delivered security and networking,Simple Access Security Exchange,Secure Application Service Edge,B,SASE combines networking and security functions in cloud-delivered service,cyber_security,Cyber Security
694,Cyber Security,Basics,Threat modeling?,Bug fixing,Systematic process of identifying security threats and countermeasures,Code review,Performance testing,B,Threat modeling identifies potential security threats and mitigation strategies,cyber_security,Cyber Security
695,Cyber Security,Cryptography,Homomorphic encryption?,Standard encryption,Allows computations on encrypted data without decrypting,Hash function,Digital signature,B,Homomorphic encryption enables operations on ciphertext (groundbreaking for privacy),cyber_security,Cyber Security
696,Cyber Security,Attacks,Living off the land attack?,Traditional malware,Using legitimate system tools for malicious purposes to avoid detection,New malware,Hardware attack,B,LotL attacks use built-in tools (PowerShell WMI) making detection harder,cyber_security,Cyber Security
697,Cyber Security,Web,Server-side template injection?,Client attack,Injecting template syntax executed server-side to gain code execution,SQL injection,XSS attack,B,SSTI injects malicious template syntax processed by server-side template engine,cyber_security,Cyber Security
698,Cyber Security,Basics,Attack surface reduction?,Adding features,Minimizing available vulnerabilities by removing unnecessary functionality,No security,Maximum features,B,Attack surface reduction removes unnecessary features to minimize exposure,cyber_security,Cyber Security
699,Cyber Security,Cryptography,Key stretching?,Extending key length,Making weak passwords harder to crack by running through many iterations,Encryption type,Key exchange,B,Key stretching (PBKDF2 bcrypt) iterates hash many times to slow brute force,cyber_security,Cyber Security
700,Cyber Security,Incident,Forensic imaging?,Physical photo,Creating bit-for-bit copy of storage media for investigation,Data encryption,Backup creation,B,Forensic imaging creates exact bit-level copy preserving all data for analysis,cyber_security,Cyber Security
701,Problem Solving,Quantitative Reasoning,What is the LCM of 4 and 6?,8,12,24,10,B,"LCM(4,6) = 12 (smallest number divisible by both)",problem_solving,Problem Solving And Analytical Skills
702,Problem Solving,Logical Reasoning,"If some A are B and all B are C, then:",All A are C,Some A are C,No A are C,All C are A,B,Some A ⊆ B and all B ⊆ C → those A that are B are also C = some A are C,problem_solving,Problem Solving And Analytical Skills
703,Problem Solving,Pattern Recognition,"Next in series: 0, 1, 3, 6, 10, 15, ?",20,21,22,25,B,"Triangular numbers: add 1,2,3,4,5,6 → 15+6=21",problem_solving,Problem Solving And Analytical Skills
704,Problem Solving,Algorithmic Thinking,What is tail recursion?,Normal recursion,Recursive call is last operation in function enabling optimization,Loop,Base case,B,Tail recursion: recursive call is final operation enabling stack optimization,problem_solving,Problem Solving And Analytical Skills
705,Problem Solving,Complexity,O(n!) complexity is called?,Polynomial,Factorial — grows faster than exponential,Exponential,Linear,B,O(n!) is factorial complexity — extremely slow (e.g. brute-force permutations),problem_solving,Problem Solving And Analytical Skills
706,Problem Solving,Data-Driven,Mode in statistics?,Average value,Most frequently occurring value in dataset,Middle value,Sum of values,B,Mode = value that appears most often in a dataset,problem_solving,Problem Solving And Analytical Skills
707,Problem Solving,Quantitative Reasoning,"If 20% of x = 80, then x = ?",160,400,320,200,B,80 / 0.20 = 400,problem_solving,Problem Solving And Analytical Skills
708,Problem Solving,Critical Thinking,Inductive reasoning?,From general to specific,From specific observations to general conclusions,Always certain,Deductive,B,Inductive reasoning generalizes from specific observations (may be wrong),problem_solving,Problem Solving And Analytical Skills
709,Problem Solving,Algorithmic Thinking,What is a loop invariant?,Random condition,Condition that remains true before and after each loop iteration,Exit condition,Initialization,B,Loop invariant proves loop correctness by holding before and after each step,problem_solving,Problem Solving And Analytical Skills
710,Problem Solving,Logical Reasoning,XOR (exclusive or) is true when?,Both true,Exactly one of the two is true,Both false,Neither is true,B,XOR is true when exactly one operand is true (but not both),problem_solving,Problem Solving And Analytical Skills
711,Programming,Algorithms,Two pointers technique used for?,Sorting,Efficiently solving array/string problems with O(n) time,Hashing,Tree traversal,B,Two pointers solve problems like pair sum reversing without extra space,programming,Programming (C++/Java/Python)
712,Programming,OOP,SOLID: D stands for?,Data-driven,Dependency Inversion Principle,Direct access,Dynamic typing,B,D in SOLID = Dependency Inversion: depend on abstractions not concretions,programming,Programming (C++/Java/Python)
713,Programming,Algorithms,Sliding window technique?,Fixed window,Efficient O(n) processing of contiguous subarrays/substrings,Recursive approach,Random access,B,Sliding window avoids nested loops by maintaining window of elements,programming,Programming (C++/Java/Python)
714,Programming,Data Types,What is type casting?,Type deletion,Converting value from one data type to another,Type creation,No operation,B,Type casting converts value between data types (implicit or explicit),programming,Programming (C++/Java/Python)
715,Programming,Algorithms,Prefix sum array?,Simple array,Precomputed cumulative sums enabling O(1) range sum queries,Sorted array,Reversed array,B,Prefix sum preprocesses array for O(1) range sum queries,programming,Programming (C++/Java/Python)
716,Programming,OOP,Mixin in OOP?,Abstract class,Class providing methods for reuse without being a parent class,Interface,Template,B,Mixin provides reusable methods to other classes without inheritance hierarchy,programming,Programming (C++/Java/Python)
717,Programming,Algorithms,Topological sort use case?,Sorting numbers,Task scheduling with dependencies (build systems course prerequisites),Binary search,Image processing,B,Topological sort orders tasks respecting dependency constraints,programming,Programming (C++/Java/Python)
718,Programming,Memory,Weak reference?,Strong reference,Reference that doesn't prevent garbage collection of referenced object,Hard reference,Circular reference,B,Weak references allow GC to collect object if no strong references remain,programming,Programming (C++/Java/Python)
719,Programming,OOP,Duck typing?,Animal-related,If object has required methods it can be used regardless of type,Static typing,Strict typing,B,Duck typing: type determined by methods/properties not explicit declaration,programming,Programming (C++/Java/Python)
720,Programming,Algorithms,Bit manipulation: x & (x-1)?,Sets last bit,Clears rightmost set bit of x,Checks if odd,Doubles value,B,x & (x-1) clears the lowest set bit (counts set bits Brian Kernighan's algorithm),programming,Programming (C++/Java/Python)
721,Data Structures,Graphs,A* search algorithm?,Blind search,Heuristic search finding shortest path efficiently using f=g+h,Minimum spanning tree,Graph coloring,B,A* uses heuristic h to guide search toward goal more efficiently than Dijkstra,dsa,Data Structures & Algorithms
722,Data Structures,Trees,Threaded binary tree?,Normal binary tree,Binary tree with null pointers replaced by pointers to inorder successor,AVL tree,Heap,B,Threaded tree replaces null pointers with pointers for efficient inorder traversal,dsa,Data Structures & Algorithms
723,Data Structures,Sorting,Tim sort?,Simple sort,Hybrid stable sort combining merge sort and insertion sort (Python Java default),Bubble sort variant,Quick sort variant,B,Timsort is Python's and Java's default sort: adaptive hybrid of merge+insertion,dsa,Data Structures & Algorithms
724,Data Structures,Hashing,Cuckoo hashing?,Chaining method,Hashing with two hash functions displacing existing elements,Linear probing,Quadratic probing,B,Cuckoo hashing uses two hash functions guaranteeing O(1) worst-case lookup,dsa,Data Structures & Algorithms
725,Data Structures,Graphs,Hamiltonian path?,Euler path,Path visiting every vertex in graph exactly once,Shortest path,Any cycle,B,Hamiltonian path visits each vertex exactly once (NP-complete to find),dsa,Data Structures & Algorithms
726,Data Structures,Trees,Weight-balanced tree?,Unbalanced,Tree where balance based on subtree sizes not heights,AVL tree,Red-black tree,B,Weight-balanced trees balance based on node counts in subtrees,dsa,Data Structures & Algorithms
727,Data Structures,Complexity,P vs NP problem?,Solved problem,Whether problems quickly verifiable are also quickly solvable,Simple concept,Proven equal,B,P vs NP: unsolved — does P (quickly solvable) equal NP (quickly verifiable)?,dsa,Data Structures & Algorithms
728,Data Structures,Linear,XOR linked list?,Normal list,Memory-efficient doubly linked list storing XOR of prev and next addresses,Circular list,Skip list,B,XOR list stores prev XOR next reducing memory by one pointer per node,dsa,Data Structures & Algorithms
729,Data Structures,Graphs,Articulation point in graph?,Random vertex,Vertex whose removal disconnects the graph,Isolated vertex,Leaf vertex,B,Articulation point (cut vertex): removing it increases number of connected components,dsa,Data Structures & Algorithms
730,Data Structures,Trees,Rope data structure?,String type,Binary tree for efficient string manipulation of large texts,Hash table,Graph,B,Rope tree enables efficient O(log n) operations on very large strings,dsa,Data Structures & Algorithms
731,Databases,Performance,Query optimization techniques?,Only indexes,Execution plans indexes materialized views query rewriting,Only caching,Only hardware,B,Query optimization: indexes execution plans statistics materialized views hints,databases,Databases
732,Databases,Architecture,Polyglot persistence?,Single database,Using different database technologies for different application needs,Backup strategy,Normalization,B,Polyglot persistence: choosing best database type for each use case,databases,Databases
733,Databases,SQL,MERGE statement?,Update only,Combines INSERT UPDATE and DELETE based on match condition,Delete only,Insert only,B,MERGE (UPSERT) performs insert or update based on whether row exists,databases,Databases
734,Databases,Architecture,Lambda architecture?,Single layer,Big data architecture with batch and speed (real-time) processing layers,Security layer,No processing,B,Lambda architecture: batch layer (accuracy) + speed layer (real-time),databases,Databases
735,Databases,SQL,Full-text search?,Basic LIKE search,Optimized searching of text content across documents using indexes,Simple query,Numeric search,B,Full-text search (MATCH AGAINST in MySQL) enables efficient text document search,databases,Databases
736,Databases,Architecture,Column-oriented database?,Row storage,Stores data by columns for efficient analytical queries,Document database,Key-value store,B,Columnar databases (BigQuery Redshift) efficient for aggregations on few columns,databases,Databases
737,Databases,SQL,EXPLAIN ANALYZE?,Simple explain,Actually executes query showing real execution statistics,Creates plan only,No execution,B,EXPLAIN ANALYZE runs query and shows actual vs estimated execution statistics,databases,Databases
738,Databases,Architecture,Time-series database?,General purpose,Optimized for storing and querying time-stamped data,Graph database,Document store,B,Time-series DB (InfluxDB TimescaleDB) optimized for time-ordered data,databases,Databases
739,Databases,Normalization,Surrogate key vs natural key?,Same concept,Surrogate: system-generated ID; Natural: real-world meaningful identifier,Natural is generated,No difference,B,Surrogate key: artificial ID; Natural key: business meaningful identifier,databases,Databases
740,Databases,SQL,Deadlock prevention in SQL?,Allow deadlocks,Consistent lock ordering lock timeouts and deadlock detection,Ignore deadlocks,Only timeouts,B,DB deadlock prevention: consistent ordering timeouts detection and rollback,databases,Databases
741,Web Dev,JavaScript,Microtask vs Macrotask queue?,Same queue,Microtasks (Promises) have higher priority than macrotasks (setTimeout),Macrotasks first,No difference,B,Microtasks (Promises) execute before macrotasks (setTimeout setInterval),web_development,Web Development
742,Web Dev,Frontend,Critical Rendering Path?,Any path,Sequence of steps browser takes to render initial page content,CSS only,JavaScript only,B,CRP: DOM construction → CSSOM → Render Tree → Layout → Paint,web_development,Web Development
743,Web Dev,Backend,Circuit breaker pattern?,Electrical term,Stops calls to failing service preventing cascade failures,Authentication,Caching,B,Circuit breaker detects failures and stops calls to failing service temporarily,web_development,Web Development
744,Web Dev,Frontend,Layout thrashing?,Normal layout,Repeatedly reading then writing DOM causing forced synchronous reflows,CSS issue,JS issue,B,Layout thrashing: interleaved reads/writes force browser to recalculate layout repeatedly,web_development,Web Development
745,Web Dev,Security,Clickjacking?,SQL attack,Tricking users to click hidden elements in transparent iframes,Network attack,Password attack,B,Clickjacking embeds site in invisible iframe tricking user into unintended clicks,web_development,Web Development
746,Web Dev,Backend,Idempotency in APIs?,Making fast APIs,Making repeated identical requests produce same result,Authentication,Caching,B,Idempotent operations: same request multiple times = same result (GET PUT DELETE),web_development,Web Development
747,Web Dev,JavaScript,Memory management in JavaScript?,Manual,Automatic GC using mark-and-sweep with weak references for optimization,No GC,Reference counting only,B,JS uses automatic GC (mark and sweep) with developer hints via WeakRef,web_development,Web Development
748,Web Dev,Frontend,Intersection Observer API?,DOM queries,Efficiently detects when elements enter/exit viewport,Event listener,Animation API,B,Intersection Observer enables lazy loading and infinite scroll efficiently,web_development,Web Development
749,Web Dev,Backend,Backpressure in streaming?,Pressure removal,Mechanism for consumer to signal producer to slow data production,Data compression,Caching,B,Backpressure prevents overwhelming slow consumers in streaming systems,web_development,Web Development
750,Web Dev,Security,HTTP security headers include?,None required,HSTS CSP X-Frame-Options X-XSS-Protection for security,Only HTTPS,Only CORS,B,Security headers: HSTS CSP Referrer-Policy X-Content-Type X-Frame-Options,web_development,Web Development
751,Software Eng,Design,Anti-pattern?,Best practice,Common bad solution that seems good but causes problems,Design pattern,Architecture,B,Anti-patterns are common bad solutions with known negative consequences,software_engineering,Software Engineering
752,Software Eng,Testing,Exploratory testing?,Scripted testing,Simultaneous learning test design and execution without predefined scripts,Automated testing,Load testing,B,Exploratory testing: tester learns about system while simultaneously testing,software_engineering,Software Engineering
753,Software Eng,Design,Strangler fig pattern?,Plant-based,Gradually replacing legacy system by routing requests to new implementation,Database migration,Security pattern,B,Strangler fig incrementally replaces legacy system without big-bang rewrite,software_engineering,Software Engineering
754,Software Eng,Models,Feature flags?,Bug flags,Ability to enable/disable features without code deployment,Error codes,Version flags,B,Feature flags enable controlled rollout of features independent of deployment,software_engineering,Software Engineering
755,Software Eng,Quality,Code coverage?,Lines of code,Percentage of production code exercised by automated tests,Bug count,Performance metric,B,Code coverage measures what percentage of code is tested by tests,software_engineering,Software Engineering
756,Software Eng,Testing,A/B testing?,Unit testing,Comparing two versions to determine which performs better statistically,Performance test,Security test,B,A/B testing serves two versions to users comparing conversion/performance metrics,software_engineering,Software Engineering
757,Software Eng,Design,CQRS benefits?,No benefits,Independent scaling of reads/writes and optimized data models for each,Only complexity,Security only,B,CQRS enables different optimized models for reading vs writing data,software_engineering,Software Engineering
758,Software Eng,Requirements,Story points?,Time estimate,Relative measure of effort/complexity for user stories,Bug count,Lines of code,B,Story points estimate relative effort for user stories not absolute time,software_engineering,Software Engineering
759,Software Eng,Quality,SLA stands for?,Software Level Agreement,Service Level Agreement defining expected service performance levels,Security Level Agreement,System Level Agreement,B,SLA = Service Level Agreement — defines uptime response time quality targets,software_engineering,Software Engineering
760,Software Eng,Models,Four eyes principle?,Single review,Requiring two different people to review/approve critical actions,No review,Auto review,B,Four eyes principle: two independent reviews for critical decisions,software_engineering,Software Engineering
761,AI ML,Basics,Active learning in ML?,Standard supervised,Model queries human for labels on uncertain/informative examples,Unsupervised,Reinforcement,B,Active learning: model selects most informative unlabeled examples for labeling,ai_ml,AI / Machine Learning and Data Analytics
762,AI ML,Deep Learning,Generative model?,Classification model,Model learning data distribution to generate new similar samples,Regression model,Discriminative model,B,Generative models (GAN VAE) can create new data similar to training data,ai_ml,AI / Machine Learning and Data Analytics
763,AI ML,NLP,Machine translation quality?,Only speed,Measured by BLEU score comparing to human reference translations,Cost only,Size only,B,BLEU score measures overlap between machine and human reference translations,ai_ml,AI / Machine Learning and Data Analytics
764,AI ML,Basics,Inductive bias in ML?,Data bias,Assumptions built into learning algorithm affecting generalization,Training bias,Test bias,B,Inductive bias: algorithm's assumptions enabling generalization from examples,ai_ml,AI / Machine Learning and Data Analytics
765,AI ML,Deep Learning,Capsule networks?,Standard CNN,Neural networks preserving spatial relationships between features,RNN variant,Autoencoder,B,Capsule networks (Hinton) capture pose information and spatial relationships,ai_ml,AI / Machine Learning and Data Analytics
766,AI ML,Ethics,AI alignment?,Algorithm speed,Ensuring AI systems pursue goals aligned with human values and intentions,Model accuracy,Training speed,B,AI alignment research ensures AI goals remain aligned with human intentions,ai_ml,AI / Machine Learning and Data Analytics
767,AI ML,NLP,Zero-shot learning?,Standard supervised,Model performs tasks without any task-specific training examples,Clustering,Regression,B,Zero-shot: model generalizes to completely new tasks with no examples,ai_ml,AI / Machine Learning and Data Analytics
768,AI ML,Basics,Federated learning?,Centralized training,Training model across distributed devices without sharing raw data,Cloud training,Single device,B,Federated learning trains on local data aggregating model updates not data,ai_ml,AI / Machine Learning and Data Analytics
769,AI ML,Deep Learning,Variational Autoencoder (VAE)?,Simple autoencoder,Generative model learning latent distribution for generation and reconstruction,Classification model,RNN,B,VAE learns continuous latent space enabling generation of new samples,ai_ml,AI / Machine Learning and Data Analytics
770,AI ML,Basics,Model distillation?,Adding complexity,Training smaller student model to mimic larger teacher model,Data augmentation,Regularization,B,Knowledge distillation trains compact model to replicate large model behavior,ai_ml,AI / Machine Learning and Data Analytics
771,Networks,Security,BGP hijacking?,Normal routing,Malicious AS announcing others' IP prefixes to redirect traffic,Firewall bypass,DDoS,B,BGP hijacking: attacker announces prefixes they don't own to intercept traffic,networks,Computer Networks and Cloud Computing
772,Networks,Cloud,Kubernetes pod?,Container,Smallest deployable unit containing one or more containers sharing network,VM,Cluster,B,Pod: Kubernetes' smallest unit — containers sharing network and storage,networks,Computer Networks and Cloud Computing
773,Networks,Protocols,MQTT protocol?,Web protocol,Lightweight publish-subscribe protocol for IoT devices,Email protocol,Video streaming,B,MQTT = Message Queuing Telemetry Transport — lightweight IoT messaging protocol,networks,Computer Networks and Cloud Computing
774,Networks,Security,DNS poisoning?,Normal DNS,Corrupting DNS cache to redirect domain names to malicious IPs,DNS optimization,DNS encryption,B,DNS cache poisoning injects false DNS records redirecting users to malicious sites,networks,Computer Networks and Cloud Computing
775,Networks,Cloud,Service discovery?,Manual configuration,Automatically detecting and connecting services in distributed systems,Load balancing,Database connection,B,Service discovery (Consul Eureka) enables services to find each other dynamically,networks,Computer Networks and Cloud Computing
776,Networks,Protocols,HTTP/2 improvements?,Slower speed,Multiplexing header compression server push over single TCP connection,No improvement,Less secure,B,HTTP/2 adds multiplexing binary framing header compression server push,networks,Computer Networks and Cloud Computing
777,Networks,Security,Network Access Control (NAC)?,Open access,Enforcing security policy before granting network access,No security,Speed control,B,NAC verifies device compliance with security policies before allowing access,networks,Computer Networks and Cloud Computing
778,Networks,Cloud,Cloud-native application?,Traditional app,Designed for cloud using containers microservices DevOps and CI/CD,Monolithic app,Desktop app,B,Cloud-native: built for cloud with containers microservices resilience automation,networks,Computer Networks and Cloud Computing
779,Networks,Protocols,AMQP protocol?,Web protocol,Advanced Message Queuing Protocol for reliable enterprise messaging,Email protocol,File transfer,B,AMQP = Advanced Message Queuing Protocol (RabbitMQ uses AMQP),networks,Computer Networks and Cloud Computing
780,Networks,Security,Defense in depth?,Single defense,Multiple layered security controls so failure of one doesn't compromise all,One firewall,Password only,B,Defense in depth uses multiple security layers ensuring no single point of failure,networks,Computer Networks and Cloud Computing
781,OS,Scheduling,Completely Fair Scheduler (CFS)?,FCFS variant,Linux default scheduler giving each process fair CPU time proportionally,Round Robin,Priority only,B,CFS is Linux's default scheduler using virtual runtime for fairness,os,Operating Systems
782,OS,Memory,Demand paging vs pre-paging?,Same thing,Demand: load on access; Pre-paging: predictively loads pages before needed,Pre-paging is reactive,No difference,B,Demand paging reactive; pre-paging proactively loads predicted pages,os,Operating Systems
783,OS,Process,Copy-on-fork?,Always copies,Parent and child share pages after fork until either writes then copy made,No copying,Immediate copy,B,Linux fork uses copy-on-write sharing parent pages until modification,os,Operating Systems
784,OS,FileSystem,Log-structured file system?,Random writes,Writes all changes sequentially to log for better SSD/HDD performance,Random reads,No caching,B,LFS writes sequentially treating storage as circular log improving write performance,os,Operating Systems
785,OS,Security,Stack canaries?,Bird in cage,Random value placed on stack to detect stack overflow/smashing,Memory compression,Speed optimization,B,Stack canaries detect buffer overflow attacks by checking sentinel value,os,Operating Systems
786,OS,Memory,Huge TLB pages?,Standard pages,Larger pages reducing TLB misses for memory-intensive applications,Encrypted pages,Compressed pages,B,HugeTLB uses 2MB/1GB pages to reduce TLB pressure for large workloads,os,Operating Systems
787,OS,Process,CPU affinity?,CPU speed,Binding process to specific CPU cores improving cache performance,Memory binding,Priority setting,B,CPU affinity pins process to specific cores reducing cache misses,os,Operating Systems
788,OS,FileSystem,B+ tree in file systems?,Hash table,Tree where all data in leaves and internal nodes only for navigation,Binary tree,Graph,B,B+ trees store all data at leaf level with internal nodes for navigation,os,Operating Systems
789,OS,Memory,Physical memory map?,Virtual memory,System's map of physical RAM regions (usable reserved ACPI etc),Page table,TLB,B,Physical memory map shows which RAM regions are available to OS,os,Operating Systems
790,OS,Scheduling,Pinned memory in CUDA?,Normal RAM,Memory locked in physical RAM for fast DMA transfers to GPU,Cached memory,Compressed memory,B,Pinned (page-locked) memory enables faster CPU-GPU DMA transfers,os,Operating Systems
791,Cyber Security,Attacks,Side-channel attack?,Direct attack,Exploiting information from physical implementation (timing power EM),Phishing,SQL injection,B,Side-channel attacks use physical leakage (timing power electromagnetic) for info,cyber_security,Cyber Security
792,Cyber Security,Cryptography,Forward secrecy?,Encrypting future data,Past sessions remain secure even if long-term keys compromised later,No encryption,Backward secrecy,B,Forward secrecy: compromise of current key doesn't expose past sessions,cyber_security,Cyber Security
793,Cyber Security,Network,Network traffic analysis?,Generating traffic,Examining traffic patterns to detect anomalies and security incidents,Blocking traffic,Routing traffic,B,Network traffic analysis identifies baseline and detects suspicious deviations,cyber_security,Cyber Security
794,Cyber Security,Attacks,Watering hole attack?,Direct attack,Infecting websites frequented by target to compromise their devices,Email attack,Physical attack,B,Watering hole: compromising sites visited by targets to infect their systems,cyber_security,Cyber Security
795,Cyber Security,Cryptography,Quantum-safe cryptography?,Current encryption,Cryptographic algorithms resistant to attacks by quantum computers,Classical crypto,Fast encryption,B,Post-quantum cryptography resists both classical and quantum computer attacks,cyber_security,Cyber Security
796,Cyber Security,Basics,Security controls types?,Only technical,Preventive detective corrective and deterrent controls,Only physical,Only administrative,B,Security controls: preventive detective corrective deterrent compensating,cyber_security,Cyber Security
797,Cyber Security,Attacks,Heap spray attack?,Stack attack,Filling heap memory with shellcode to improve exploit reliability,SQL injection,Network attack,B,Heap spray fills large heap areas with NOP sleds and shellcode for reliable exploitation,cyber_security,Cyber Security
798,Cyber Security,Basics,Principle of defense in depth requires?,One control,Multiple overlapping security layers at different levels,No planning,Single firewall,B,Defense in depth implements security at multiple levels/layers,cyber_security,Cyber Security
799,Cyber Security,Web,Server-side request forgery (SSRF)?,Client attack,Tricking server to make requests to internal resources on attacker's behalf,XSS attack,SQL injection,B,SSRF: attacker causes server to make HTTP requests to internal/external resources,cyber_security,Cyber Security
800,Cyber Security,Incident,Threat hunting?,Waiting for alerts,Proactively searching networks for hidden threats not caught by automated tools,Log analysis only,Patching,B,Threat hunting: proactive manual search for adversaries evading detection,cyber_security,Cyber Security
801,Problem Solving,Quantitative Reasoning,What is GCD of 36 and 48?,6,12,18,24,B,"GCD(36,48) = 12 (both divisible by 12 not 18 or 24)",problem_solving,Problem Solving And Analytical Skills
802,Problem Solving,Pattern Recognition,"4, 12, 36, 108, ? (next term)",216,324,432,540,B,Multiply by 3 each time: 108 × 3 = 324,problem_solving,Problem Solving And Analytical Skills
803,Problem Solving,Logical Reasoning,"A is 5 years older than B. B is 3 years younger than C. If C is 20, how old is A?",22,20,18,24,A,C=20 B=20-3=17 A=17+5=22,problem_solving,Problem Solving And Analytical Skills
804,Problem Solving,Algorithmic Thinking,What is the output of: for(i=0;i<5;i++) if(i%2==0) print(i),0 2 4,1 3,0 1 2 3 4,2 4,A,Prints even numbers from 0 to 4: 0 2 4,problem_solving,Problem Solving And Analytical Skills
805,Problem Solving,Complexity,An O(n log n) algorithm on n=8 does approximately how many operations?,8,24,64,512,B,8 × log₂(8) = 8 × 3 = 24,problem_solving,Problem Solving And Analytical Skills
806,Problem Solving,Data-Driven,Outlier in dataset?,Average value,Data point significantly different from other observations,Median value,Mode value,B,Outlier is data point that differs significantly from most other data points,problem_solving,Problem Solving And Analytical Skills
807,Problem Solving,Quantitative Reasoning,Work rate: A does job in 6 days B in 12 days. Together?,4 days,3 days,5 days,8 days,A,A rate=1/6 B rate=1/12 Combined=1/6+1/12=3/12=1/4 → 4 days,problem_solving,Problem Solving And Analytical Skills
808,Problem Solving,Logical Reasoning,P → Q is equivalent to?,Q → P,¬P → ¬Q,¬Q → ¬P,P ∧ Q,C,P→Q is equivalent to its contrapositive: ¬Q→¬P,problem_solving,Problem Solving And Analytical Skills
809,Problem Solving,Creative,SCAMPER technique used for?,Testing software,Creative problem solving by Substituting Combining Adapting Modifying etc,Network design,Data analysis,B,SCAMPER is creative ideation technique for problem solving and innovation,problem_solving,Problem Solving And Analytical Skills
810,Problem Solving,Algorithmic Thinking,Amortized O(1) for dynamic array means?,Always O(1),Average O(1) per operation over many operations despite occasional O(n),Never O(1),Always O(n),B,Dynamic array append is amortized O(1) despite occasional O(n) resize,problem_solving,Problem Solving And Analytical Skills
811,Programming,OOP,Covariance in generics?,Fixed type,Subtype relationship preserved when generic type parameter varies,No relationship,Contravariance,B,Covariance: if B extends A then List<B> is usable where List<A> expected,programming,Programming (C++/Java/Python)
812,Programming,Algorithms,Boyer-Moore algorithm?,Sorting,Efficient string searching skipping characters using bad character heuristic,Graph search,Hashing,B,Boyer-Moore searches pattern in text efficiently skipping mismatches,programming,Programming (C++/Java/Python)
813,Programming,OOP,Proxy pattern?,Direct access,Object acting as placeholder for another controlling access to it,Singleton,Factory,B,Proxy controls access to another object (lazy init caching access control),programming,Programming (C++/Java/Python)
814,Programming,Algorithms,Reservoir sampling?,Normal sampling,Algorithm for randomly sampling k items from stream of unknown size,Sorting,Searching,B,Reservoir sampling selects k uniformly random items from unknown-sized stream,programming,Programming (C++/Java/Python)
815,Programming,Data Types,IEEE 754 defines?,Integer format,Floating point number representation standard,Character encoding,Boolean logic,B,IEEE 754 is the standard for floating-point arithmetic representation,programming,Programming (C++/Java/Python)
816,Programming,OOP,Template method pattern?,Template file,Defines algorithm skeleton in base class with steps implemented in subclasses,Database pattern,Network pattern,B,Template method defines skeleton in base class letting subclasses override steps,programming,Programming (C++/Java/Python)
817,Programming,Algorithms,Knapsack problem type?,Simple greedy,Dynamic programming problem for maximizing value with weight constraint,Sorting,Graph problem,B,0/1 Knapsack is classic DP problem: maximize value without exceeding capacity,programming,Programming (C++/Java/Python)
818,Programming,OOP,Aspect-Oriented Programming (AOP)?,OOP extension,Separating cross-cutting concerns (logging security) from business logic,No inheritance,Static methods,B,AOP handles cross-cutting concerns (logging auth) without polluting business code,programming,Programming (C++/Java/Python)
819,Programming,Algorithms,Edit distance (Levenshtein)?,String length,Minimum operations to transform one string into another,String comparison,Hashing,B,Edit distance counts minimum insert delete substitute operations between strings,programming,Programming (C++/Java/Python)
820,Programming,Data Types,UTF-8 vs UTF-16?,Same encoding,UTF-8 variable width (1-4 bytes) ASCII compatible; UTF-16 fixed/variable 2-4 bytes,No difference,UTF-16 is ASCII compatible,B,UTF-8 variable width ASCII compatible; UTF-16 uses 2+ bytes per character,programming,Programming (C++/Java/Python)
821,Data Structures,Graphs,Johnson's algorithm?,Sorting,All-pairs shortest path for sparse graphs using reweighting,Minimum spanning tree,Topological sort,B,Johnson's algorithm finds all-pairs shortest paths efficiently in sparse graphs,dsa,Data Structures & Algorithms
822,Data Structures,Trees,Persistent data structure?,Mutable,Preserving previous versions when modified (functional programming),Always mutable,Random access,B,Persistent structures preserve history of modifications (immutable with updates),dsa,Data Structures & Algorithms
823,Data Structures,Sorting,Patience sorting?,Simple sort,Solitaire-based algorithm finding longest increasing subsequence,Stable sort,External sort,B,Patience sort finds LIS; actual sorting uses piles like solitaire game,dsa,Data Structures & Algorithms
824,Data Structures,Hashing,Robin Hood hashing?,Random hashing,Open addressing reducing variance by stealing from rich displacing to equalize,Chaining,Cuckoo hashing,B,Robin Hood hashing steals from entries with low probe count to reduce variance,dsa,Data Structures & Algorithms
825,Data Structures,Graphs,Maximum matching?,Full matching,Finding largest set of edges with no shared vertices,Spanning tree,Coloring,B,Maximum matching: largest subset of edges sharing no vertices,dsa,Data Structures & Algorithms
826,Data Structures,Trees,K-D tree used for?,Sorting,Spatial partitioning for efficient nearest neighbor search in k dimensions,Hashing,Graphs,B,K-D tree partitions k-dimensional space for efficient NN and range searches,dsa,Data Structures & Algorithms
827,Data Structures,Complexity,Amortized analysis techniques?,Only average,Aggregate method accounting method potential method,Only worst case,Only best case,B,Amortized analysis: aggregate method accounting method potential method,dsa,Data Structures & Algorithms
828,Data Structures,Linear,Lock-free data structure?,Normal list,Data structure safe for concurrent access without traditional locks,Thread-unsafe,Slower structure,B,Lock-free structures use atomic operations (CAS) instead of mutex locks,dsa,Data Structures & Algorithms
